notebook_execution_id,repository_run_id,repository_id,notebook_id,notebook_name,repository_url,execution_status,error_type,error_category,error_message,error_cell_index,error_count,failing_module,subtype,scope_status,exclusion_reason,split,created_at
380,120,5005,26316,SysgroRoiLength.ipynb,https://github.com/IDR/idr-notebooks,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'idr',3,7,idr,missing_package,usable,,evaluation,2026-02-18 18:25:51
381,60,91,410,doc/example/store.ipynb,https://github.com/ICB-DCM/pyPESTO,SUCCESS_WITH_ERRORS,ImportError,DEPENDENCY_ERROR,libexpat.so.1: cannot open shared object file: No such file or directory,3,23,libexpat.so.1,system_library,excluded,"requires system library, outside pip-only scope",excluded,2026-02-18 21:05:04
382,60,91,411,doc/example/conversion_reaction.ipynb,https://github.com/ICB-DCM/pyPESTO,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'amici',2,13,amici,missing_package,usable,,evaluation,2026-02-18 21:05:05
383,60,91,412,doc/example/synthetic_data.ipynb,https://github.com/ICB-DCM/pyPESTO,SUCCESS_WITH_ERRORS,ImportError,DEPENDENCY_ERROR,libexpat.so.1: cannot open shared object file: No such file or directory,3,8,libexpat.so.1,system_library,excluded,"requires system library, outside pip-only scope",excluded,2026-02-18 21:05:07
384,45,72,254,other_files/Colab/CellOrcle_installation_in_Google_colab.ipynb,https://github.com/morris-lab/CellOracle,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'rpy2',3,3,rpy2,missing_package,usable,,evaluation,2026-02-18 21:21:13
385,45,72,255,docs/old/210531_Gata1_KO_simulation_with_Paul_etal_2015_data.ipynb,https://github.com/morris-lab/CellOracle,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'celloracle',3,17,celloracle,missing_package,usable,,evaluation,2026-02-18 21:21:15
386,45,72,256,docs/notebooks/02_motif_scan/02_atac_peaks_to_TFinfo_with_celloracle_20200801.ipynb,https://github.com/morris-lab/CellOracle,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'celloracle',3,12,celloracle,missing_package,usable,,evaluation,2026-02-18 21:21:17
387,45,72,257,docs/notebooks/02_motif_scan/motif_data_preparation/02_How_to_load_CisBPv2_motif_data.ipynb,https://github.com/morris-lab/CellOracle,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'celloracle',2,2,celloracle,missing_package,usable,,evaluation,2026-02-18 21:21:18
388,45,72,258,docs/notebooks/02_motif_scan/motif_data_preparation/01_How_to_load_gimmemotifs_motif_data.ipynb,https://github.com/morris-lab/CellOracle,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'gimmemotifs',2,5,gimmemotifs,missing_package,usable,,evaluation,2026-02-18 21:21:20
389,45,72,259,docs/notebooks/02_motif_scan/motif_data_preparation/05_How_to_prepare_CisBP_custom_motif_Arabidopsis.ipynb,https://github.com/morris-lab/CellOracle,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'gimmemotifs',1,8,gimmemotifs,missing_package,usable,,evaluation,2026-02-18 21:21:21
391,45,72,261,docs/notebooks/02_motif_scan/motif_data_preparation/04_How_to_prepare_CisBP_custom_motif.ipynb,https://github.com/morris-lab/CellOracle,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'gimmemotifs',1,5,gimmemotifs,missing_package,usable,,evaluation,2026-02-18 21:21:24
392,45,72,262,docs/notebooks/Trouble_shooting/R_installation_error.ipynb,https://github.com/morris-lab/CellOracle,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'celloracle',0,4,celloracle,missing_package,usable,,evaluation,2026-02-18 21:21:26
393,45,72,263,docs/notebooks/04_Network_analysis/Network_analysis_with_Paul_etal_2015_data.ipynb,https://github.com/morris-lab/CellOracle,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'celloracle',3,44,celloracle,missing_package,usable,,evaluation,2026-02-18 21:21:27
394,45,72,264,docs/notebooks/04_Network_analysis/Network_analysis_with_Seurat_data.ipynb,https://github.com/morris-lab/CellOracle,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'celloracle',2,48,celloracle,missing_package,usable,,evaluation,2026-02-18 21:21:29
395,45,72,265,docs/notebooks/05_simulation/Pseudotime_calculation_with_Paul_etal_2015_data.ipynb,https://github.com/morris-lab/CellOracle,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'celloracle',4,12,celloracle,missing_package,usable,,evaluation,2026-02-18 21:21:30
396,45,72,266,docs/notebooks/05_simulation/Gata1_KO_simulation_with_Paul_etal_2015_data.ipynb,https://github.com/morris-lab/CellOracle,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'celloracle',4,29,celloracle,missing_package,usable,,evaluation,2026-02-18 21:21:32
397,45,72,267,docs/notebooks/05_simulation/misc/Analyze_transition_probability_with_Paul_etal_2015_data.ipynb,https://github.com/morris-lab/CellOracle,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'celloracle',2,16,celloracle,missing_package,usable,,evaluation,2026-02-18 21:21:33
398,45,72,268,docs/notebooks/05_simulation/misc/Check_distribution_of_simulation_value.ipynb,https://github.com/morris-lab/CellOracle,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'celloracle',4,4,celloracle,missing_package,usable,,evaluation,2026-02-18 21:21:35
399,45,72,269,docs/notebooks/05_simulation/misc/scale_up_simulation/01_Systematic_KO_simulations_Calculate_and_save_results.ipynb,https://github.com/morris-lab/CellOracle,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'celloracle',4,15,celloracle,missing_package,usable,,evaluation,2026-02-18 21:21:36
400,45,72,270,docs/notebooks/05_simulation/misc/scale_up_simulation/02_Systematic_KO_simulations_IP_score_analysis.ipynb,https://github.com/morris-lab/CellOracle,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'celloracle',3,11,celloracle,missing_package,usable,,evaluation,2026-02-18 21:21:38
406,138,3015,17678,doc/PatchClassifier.ipynb,https://github.com/ChristianMarzahl/Exact,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,Couldn't locate OpenSlide shared library. Try `pip install openslide-bin`. https://openslide.org/api/python/#installing,2,16,openslide-bin,missing_package,usable,,evaluation,2026-02-18 22:57:45
408,138,3015,17680,doc/ClusterAndSync.ipynb,https://github.com/ChristianMarzahl/Exact,SUCCESS_WITH_ERRORS,ImportError,DEPENDENCY_ERROR,libGL.so.1: cannot open shared object file: No such file or directory,2,19,libGL.so.1,system_library,excluded,"requires system library, outside pip-only scope",excluded,2026-02-18 22:57:49
412,138,3015,17684,doc/Create_DensityWSI-Equine.ipynb,https://github.com/ChristianMarzahl/Exact,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,Couldn't locate OpenSlide shared library. Try `pip install openslide-bin`. https://openslide.org/api/python/#installing,2,6,openslide-bin,missing_package,usable,,evaluation,2026-02-18 22:57:55
413,138,3015,17685,doc/AnnotationMap.ipynb,https://github.com/ChristianMarzahl/Exact,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,Couldn't locate OpenSlide shared library. Try `pip install openslide-bin`. https://openslide.org/api/python/#installing,3,7,openslide-bin,missing_package,usable,,evaluation,2026-02-18 22:57:57
414,138,3015,17686,doc/Segmentation.ipynb,https://github.com/ChristianMarzahl/Exact,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,Couldn't locate OpenSlide shared library. Try `pip install openslide-bin`. https://openslide.org/api/python/#installing,6,19,openslide-bin,missing_package,usable,,evaluation,2026-02-18 22:57:58
415,138,3015,17687,doc/WSI-Registration.ipynb,https://github.com/ChristianMarzahl/Exact,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'qt_wsi_reg',4,16,qt_wsi_reg,missing_package,usable,,evaluation,2026-02-18 22:58:00
444,140,3078,17910,P1 Deconv-IBT/deconvIBT.ipynb,https://github.com/coskunlab/Ion-Beam-Tomography,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'skimage',0,2,skimage,missing_package,usable,,evaluation,2026-02-18 23:15:21
445,140,3078,17911,P4 3DSpatialClustering-IBT/MainCodeEditedFiveGTCell11.ipynb,https://github.com/coskunlab/Ion-Beam-Tomography,SUCCESS_WITH_ERRORS,ModuleNotFoundError,DEPENDENCY_ERROR,No module named 'sklearn',2,41,sklearn,missing_package,usable,,evaluation,2026-02-18 23:15:34
